geometry,addr:housenumber,addr:postcode,addr:street,amenity,healthcare,name,phone,ref:CNES,ref:vatin,website,wheelchair,wikidata,wikipedia,name:pt,addr:city,addr:state,addr:suburb,contact:facebook,contact:flickr,contact:instagram,contact:twitter,contact:youtube,email,emergency,fax,military_service,opening_hours,operator,operator:wikidata,short_name,start_date,landuse,military,operator:short,police,contact:phone,contact:website,toilets:wheelchair,official_name,shelter,bench,healthcare:speciality,wikimedia_commons,departures_board,description,gtfs_id,route_ref,barrier,check_date,operator:type,mobile,addr:country,alt_name,name:en,name:etymology:wikidata,url,building,source,loc_name,contact:email,contact:fax,operator:ref:vatin,operator:wikipedia,internet_access,contact:linkedin,old_name,height,toilets,area,internet_access:fee,note,payment:cash,payment:credit_cards,payment:debit_cards,internet_access:ssid,building:levels,brand:wikidata,contact:google_plus,wall,ele,fixme,level,payment:account_cards,payment:american_express,payment:cheque,payment:contactless,payment:cryptocurrencies,payment:diners_club,payment:discover_card,payment:dkv,payment:electronic_purses,payment:girocard,payment:maestro,payment:mastercard,payment:pikepass,payment:uta,payment:visa,payment:visa_debit,payment:visa_electron,tourism,addr:district,disused:amenity,disused:studio,old_website,fence_type,type,addr:housename,roof:colour,roof:shape,contact:spotify,addr:subdistrict
"POLYGON ((-46.6296934 -23.592824, -46.6294192 -23.5929948, -46.6293696 -23.5929377, -46.628876 -23.5933353, -46.6285573 -23.5929508, -46.6283812 -23.5927478, -46.6291396 -23.5921757, -46.6296934 -23.592824))",43,04116-030,Rua Diderot,hospital,hospital,Instituto de Medicina Física e de Reabilitação,,,,,,,,,São Paulo,SP,,,,,,,,,,,,,,IMRea,,,,,,+55 11 5549-0111,http://hcfmusp.org.br/portal/institucional/unidades-de-educacao-permanente/medicina-fisica-e-reabilitacao/,,,,,,,,,,,,,,,BR,,,,,,,,,+55 11 5549-0111,,,,,Divisão de Medicina de Reabilitação do Hospital das Clínicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7020588 -23.6164974, -46.702278 -23.6169826, -46.7022928 -23.6170148, -46.7022492 -23.617078, -46.7020997 -23.6171118, -46.7018965 -23.6171536, -46.7016524 -23.6159924, -46.7019166 -23.6159494, -46.7020213 -23.616353, -46.7020588 -23.6164974))",,,,hospital,hospital,Hospital Sancta Maggiore Dubai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Sancta Maggiore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4932236 -23.6108297, -46.4937245 -23.6115687, -46.4937041 -23.6115994, -46.4933778 -23.6118599, -46.49334 -23.611881, -46.4933166 -23.6118941, -46.4933142 -23.6118955, -46.493297 -23.6119045, -46.4932819 -23.6119135, -46.4931495 -23.6121659, -46.4931093 -23.61222, -46.4930664 -23.6122691, -46.4930136 -23.6123328, -46.4922848 -23.6113136, -46.4925473 -23.6111578, -46.4925292 -23.6110967, -46.4926936 -23.6110077, -46.4927098 -23.6110306, -46.4927695 -23.6110237, -46.4928005 -23.6110679, -46.4928542 -23.6110379, -46.4931025 -23.6108986, -46.4932236 -23.6108297))",,,,hospital,hospital,AE / AMA Sapopemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6383669 -23.5620588, -46.6384997 -23.5620835, -46.6385378 -23.5620904, -46.6385694 -23.5620962, -46.6385762 -23.5621026, -46.6386771 -23.5626626, -46.6384159 -23.5627094, -46.6383978 -23.5626205, -46.6383849 -23.5625574, -46.6383496 -23.5625635, -46.6383266 -23.5624495, -46.6382665 -23.5624594, -46.6382528 -23.5624617, -46.6382476 -23.5624358, -46.6382143 -23.5624407, -46.6381882 -23.5624444, -46.6381565 -23.562449, -46.6381301 -23.5624529, -46.6380987 -23.5624574, -46.6380924 -23.5624583, -46.6380716 -23.5624613, -46.6380523 -23.5624641, -46.6380512 -23.5624589, -46.6380501 -23.5624539, -46.6379715 -23.5624405, -46.637915 -23.5624308, -46.6378542 -23.5624198, -46.6378 -23.5624099, -46.6377216 -23.5623957, -46.637692 -23.5623903, -46.6376271 -23.5623797, -46.6373733 -23.5623423, -46.6373842 -23.5622972, -46.6374035 -23.562204, -46.6374124 -23.562161, -46.637436 -23.5620473, -46.6374602 -23.5619304, -46.6374644 -23.5619101, -46.6374682 -23.5618926, -46.6378528 -23.5619581, -46.6378771 -23.561963, -46.637947 -23.5619748, -46.6383669 -23.5620588))",,,Rua Vergueiro,hospital,hospital,Hospital Oswaldo Cruz,,,,,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6359573 -23.5969243, -46.6357161 -23.5969158, -46.6356617 -23.5969138, -46.6356608 -23.5968952, -46.63566 -23.5968683, -46.6356604 -23.5968485, -46.6356627 -23.5967228, -46.635675 -23.5964336, -46.6356747 -23.596349, -46.6356751 -23.5963444, -46.6357042 -23.5963455, -46.6357302 -23.596347, -46.6357617 -23.5963474, -46.6358348 -23.5963493, -46.6358941 -23.5963511, -46.6359593 -23.5963516, -46.635959 -23.5963866, -46.6359613 -23.5964858, -46.6359609 -23.596516, -46.6359575 -23.5967766, -46.6359571 -23.5968061, -46.6359561 -23.596883, -46.6359573 -23.5969243))",81,04121-000,Rua Santa Cruz,hospital,hospital,Centro de Referência e Treinamento DST/Aids-SP,,2077957,,,,,,,São Paulo,SP,,,,,,,,,,,,,,,,,,,,+55 11 5087-9911;+55 11 5087-9825,http://www.cidadao.sp.gov.br/servico.php?serv=2211,,,,,,,,,,,,,,,BR,,,,,,,,,+55 11 5571-0855,BR46374500000194,,,,,16.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6390568 -23.5681796, -46.638992 -23.5681138, -46.6388229 -23.5679248, -46.6387899 -23.5679491, -46.6385737 -23.5681044, -46.6382195 -23.5677075, -46.6382101 -23.5676909, -46.6382054 -23.5676706, -46.6382182 -23.567622, -46.6382311 -23.5675956, -46.638253 -23.567568, -46.6383169 -23.5675103, -46.6383817 -23.5674497, -46.6384018 -23.5674338, -46.6385952 -23.567251, -46.6387051 -23.5671533, -46.638747 -23.5671136, -46.6389014 -23.5669636, -46.6391607 -23.5667117, -46.6392852 -23.5665954, -46.6394103 -23.5664783, -46.6394123 -23.5664764, -46.6394596 -23.5664592, -46.6394992 -23.5664828, -46.6397587 -23.5680292, -46.6396744 -23.568044, -46.6395924 -23.5680524, -46.639181 -23.5681298, -46.6390568 -23.5681796))",60,01532-000,Rua Castro Alves,hospital,hospital,Hospital do Servidor Público Municipal,+55 11 3397-7700,2752077,BR46854998000192,https://www.prefeitura.sp.gov.br/cidade/secretarias/saude/hospital_do_servidor_publico_municipal/,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR46392130000380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6705374 -23.5843227, -46.670516 -23.5842649, -46.6704476 -23.5840965, -46.6706072 -23.5840461, -46.6709358 -23.5841531, -46.6709599 -23.5842059, -46.6705374 -23.5843227))",22,04506-000,Avenida Santo Amaro,hospital,hospital,Hospital Sancta Maggiore,+55 11 4085-9300;0800 77 00 789,7174705,BR00461479001992,http://sanctamaggiore.com.br,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6396105 -23.5560676, -46.6396233 -23.5560861, -46.6396362 -23.5561142, -46.6397474 -23.556327, -46.6397759 -23.5563388, -46.6389597 -23.5565968, -46.6388326 -23.5562394, -46.6395952 -23.5560534, -46.6396105 -23.5560676))",683,,Avenida Brigadeiro Luís Antônio,hospital,hospital,Hospital Pérola Byington,+55 11 3248-8000,,,https://hospitalperola.com.br/,yes,,,,São Paulo,,Bela Vista,,,,,,,,,,,,,,,,,,,,,,,,,abortion;endoscopy;gynaecology;oncology;reproductive_medicine;mast;mastology;pathology;clinical_pathology;humanistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6429268 -23.6433768, -46.6428208 -23.6434738, -46.6427363 -23.6435758, -46.6426543 -23.6437034, -46.64257 -23.6438792, -46.6429013 -23.6439689, -46.6432051 -23.6442134, -46.6435517 -23.6438596, -46.6429268 -23.6433768))",344,04321-120,Rua das Perobas,hospital,hospital,Hospital São Luiz Unidade Jabaquara,,2089599,BR06047087003820,http://www.saoluiz.com.br,,,,,,,,https://www.facebook.com/HospitalSaoLuiz/,,,https://twitter.com/hospsaoluiz,http://www.youtube.com/user/hospsaoluiz,,,,,,,,,1958,,,,,+55 11 5018-4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Nossa Senhora de Lourdes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5856797 -23.5442865, -46.5854819 -23.5442453, -46.5853855 -23.5442256, -46.5852491 -23.5441986, -46.5853406 -23.54381, -46.5853465 -23.5437794, -46.5854893 -23.5437926, -46.5856744 -23.5438147, -46.5857576 -23.5438235, -46.5858665 -23.5438331, -46.5859468 -23.5438402, -46.5859896 -23.5438439, -46.5859987 -23.5438447, -46.5859305 -23.5439195, -46.5857334 -23.5441949, -46.5857012 -23.5442472, -46.5856797 -23.5442865))",901,03303-000,Rua Padre Adelino,hospital,hospital,Hospital Avicena,,,,,,,,,São Paulo,SP,,,,,,,,,,,,,,,,,,,,+55 11 2602-0000,http://www.aviccena.com.br/,,,,,,,,,,,,,,,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6419261 -23.5710252, -46.6419299 -23.5709542, -46.6419417 -23.5707326, -46.6419391 -23.5707234, -46.6419273 -23.5707151, -46.6419156 -23.5707114, -46.6416917 -23.5707026, -46.6415351 -23.5706965, -46.6415312 -23.5707673, -46.6415182 -23.5710066, -46.6416398 -23.5710121, -46.6416626 -23.5710132, -46.6417849 -23.5710188, -46.6419261 -23.5710252))",1137,,Rua Maestro Cardim,hospital,hospital,Hospital Sancta Maggiore Paraíso,,,,,,,,,São Paulo,,,,,,,,,,,,,,,Sancta Maggiore,,,,,,,,,,,,,,,,,,,,,,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6469039 -23.5647932, -46.6464873 -23.5651164, -46.6467167 -23.5653907, -46.6471508 -23.5650999, -46.6469039 -23.5647932))",,,,hospital,hospital,Hospital Samaritano,,,,https://paulista.hospitalsamaritano.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.660614 -23.6016693, -46.6607793 -23.6018481, -46.6610887 -23.6016041, -46.6612282 -23.6017497, -46.6613486 -23.6016534, -46.661469 -23.601557, -46.6615285 -23.6016168, -46.6618882 -23.601325, -46.6618321 -23.6012663, -46.6617279 -23.6011554, -46.661606 -23.6012534, -46.661584 -23.6012317, -46.6613963 -23.6010327, -46.6613271 -23.601089, -46.6608419 -23.6014839, -46.660614 -23.6016693))",550,04521-022,Avenida Ministro Gabriel de Rezende Passos,hospital,hospital,Hospital Alvorada Moema,,6028012,,,,,,,São Paulo,,Moema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7116267 -23.5924591, -46.7111104 -23.5932383, -46.7110823 -23.593264, -46.7110506 -23.5932864, -46.711011 -23.5933033, -46.7105067 -23.5934143, -46.7103495 -23.5934452, -46.710298 -23.5934524, -46.7102674 -23.5934425, -46.7102493 -23.5934228, -46.7102517 -23.59339, -46.7102654 -23.5933526, -46.7107095 -23.5926455, -46.7111237 -23.5920387, -46.711135 -23.5920338, -46.7111487 -23.5920351, -46.711164 -23.5920427, -46.7112225 -23.5920927, -46.7112834 -23.5921495, -46.7113415 -23.5921998, -46.7114455 -23.5922761, -46.7116258 -23.5924085, -46.711634 -23.592421, -46.7116343 -23.5924427, -46.7116267 -23.5924591))",34,,Rua Doutor Serafico de Assis Carvalho,hospital,hospital,Hospital Infantil Darcy Vargas,,2071371,BR46374500011803,,,,,,,,,,,,,,,yes,,,,Governo do Estado de São Paulo,,,,,,,,,,,,,,paediatrics;paediatric_surgery,,,,,,,,government,,,,,,,,,,,,BR46374500000194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6545729 -23.534879, -46.6545432 -23.534902, -46.6543331 -23.5350642, -46.6545211 -23.535658, -46.6545291 -23.5356811, -46.6548318 -23.535597, -46.6548209 -23.5355691, -46.6546335 -23.5350477, -46.6545729 -23.534879))",151,01150-011,Praça Marechal Deodoro,hospital,hospital,NotreDame Intermédica Hospital e Pronto Socorro Santa Cecilia,,694622,,,,,,,São Paulo,SP,,,,,,https://www.youtube.com/channel/UCsQbqbLY-uvbXSCXinr5imA,,,,,24/7,,,,,,,,,+55 11 3823-7000,http://www.gndi.com.br/unidade-detalhe-hospital-santa-cecilia,,,,,,,,,,,,,,,BR,Hospital Santa Cecília,,,,,,,,,BR46374500000194,,,https://www.linkedin.com/company/gndi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6595342 -23.5498942, -46.6592585 -23.5500127, -46.6592308 -23.5500248, -46.6591275 -23.55007, -46.6590338 -23.5498861, -46.6594415 -23.5497109, -46.6595427 -23.5496689, -46.6595898 -23.5497632, -46.6596338 -23.5498512, -46.6595342 -23.5498942))",1987,01227-200,Avenida Angélica,hospital,hospital,Sabará Hospital Infantil,+55 11 31552800,,,https://www.hospitalinfantilsabara.org.br,,,,,São Paulo,,,,,,,,,yes,,,,,,,,,,,,,,,,,,paediatrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6590036 -23.5504285, -46.6591085 -23.5502621, -46.6591752 -23.5502956, -46.6593328 -23.550229, -46.6592308 -23.5500248, -46.6591275 -23.55007, -46.6590338 -23.5498861, -46.6589521 -23.5497101, -46.6589227 -23.5496467, -46.658422 -23.5498619, -46.6583523 -23.5497292, -46.6583325 -23.5496963, -46.6580767 -23.5498088, -46.6581697 -23.5499748, -46.6582039 -23.550017, -46.6584131 -23.5501247, -46.6590036 -23.5504285))",306,01239-040,Rua Mato Grosso,hospital,hospital,Higienópolis Medical Center,,,,,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6470467 -23.5723504, -46.6472597 -23.5721881, -46.6471 -23.5720129, -46.6469888 -23.5718909, -46.6466174 -23.5721756, -46.6466763 -23.5722105, -46.6467901 -23.5722464, -46.6468219 -23.5722548, -46.6468706 -23.5722753, -46.6468849 -23.5722814, -46.6470467 -23.5723504))",233,04003-010,Rua Leôncio de Carvalho,hospital,hospital,Santa Maria,,,,,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6554886 -23.5587369, -46.6551272 -23.558918, -46.6551884 -23.5590117, -46.6550916 -23.5590565, -46.654969 -23.5588385, -46.6549574 -23.5588442, -46.6549377 -23.5588142, -46.6547025 -23.5589204, -46.6547941 -23.5592903, -46.654797 -23.5592962, -46.6548083 -23.5593137, -46.655178 -23.559716, -46.6552799 -23.5598111, -46.6553959 -23.5597407, -46.6555572 -23.5596485, -46.6555691 -23.5596765, -46.6555568 -23.5596796, -46.6555586 -23.5596869, -46.6555595 -23.5596967, -46.6556448 -23.5598411, -46.6558605 -23.5597715, -46.6557905 -23.5595206, -46.6557239 -23.5592818, -46.6552195 -23.5594814, -46.6550493 -23.5592587, -46.6556144 -23.5589893, -46.6554886 -23.5587369))",625,01409-902,Rua Peixoto Gomide,hospital,hospital,Hospital Nove de Julho,+55 11 4020 0057,2079089,BR60884855000316,https://www.h9j.com.br/,,,,,São Paulo,,Jardim Paulista,,,,,,,yes,,,,,,,,,,,,,,,,,,cardiology;neurology;ortopedia_e_traumatologia;alergia_e_imunologia;anaesthetics;surgery;urology;rheumatology;pneumologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7176352 -23.5859031, -46.7178117 -23.5855804, -46.7174219 -23.585402, -46.7174189 -23.5854076, -46.7172446 -23.5857263, -46.7176352 -23.5859031))",121,05615-190,Rua dos Três Imãos,hospital,hospital,Hospital Leforte - Unidade Morumbi,,6283993,BR19803199000114,,,Q30269970,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6512979 -23.5707554, -46.6511598 -23.5705952, -46.6507923 -23.5708736, -46.6505834 -23.5706212, -46.651027 -23.5702633, -46.6510437 -23.5702826, -46.6510942 -23.5703379, -46.6511157 -23.5703359, -46.6513428 -23.5701552, -46.6513802 -23.5701896, -46.6516627 -23.5704495, -46.6512979 -23.5707554))",2651,01401-901,Avenida Brigadeiro Luís Antônio,hospital,hospital,Hospital de Transplantes do Estado de São Paulo Euryclides de Jesus Zerbini,+55 11 3170 6100,2088576,BR46374500011471,https://htejz.spdmafiliadas.org.br/,,,,,São Paulo,,Jardim Paulista,,,,,,sau@htejz.spdm.org.br,no,,,,SPDM,,,1954-01-25,,,,,+55 11 3170 6121,,,,,,surgery;urology,,,,,,,,private_non_profit,,,,,,,,https://www.spdm.org.br/onde-estamos/hospitais/hospital-de-transplantes-do-estado-de-sao-paulo-antigo-brigadeiro,,sau@htejz.spdm.org.br,,BR46374500000194,,,,Hospital Brigadeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.664227 -23.5800335, -46.6641367 -23.579951, -46.6640479 -23.5798633, -46.6636616 -23.5802274, -46.6637901 -23.5803136, -46.6638707 -23.5803677, -46.6639309 -23.5803097, -46.664227 -23.5800335))",4312,01402-002,Avenida Brigadeiro Luís Antônio,hospital,hospital,Hospital Sancta Maggiore,,7931670,BR00461479005122,http://sanctamaggiore.com.br,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6673454 -23.5831216, -46.6674532 -23.5829684, -46.6676053 -23.5827543, -46.6676125 -23.5827448, -46.6674945 -23.5826781, -46.6673986 -23.582624, -46.6671388 -23.5830026, -46.6673454 -23.5831216))",4805,01401-002,Avenida Brigadeiro Luís Antônio,hospital,hospital,Hospital Municipal Brigadeiro,,,,,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6693172 -23.5842039, -46.6694091 -23.5840642, -46.6695513 -23.5838435, -46.6695289 -23.5838268, -46.6692697 -23.5836804, -46.6691956 -23.583785, -46.6690143 -23.5840477, -46.6692116 -23.5841606, -46.6692216 -23.5841486, -46.6693172 -23.5842039))",5013,01401-002,Avenida Brigadeiro Luís Antônio,hospital,hospital,A.C Camargo,,,,,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7552917 -23.475518, -46.7551714 -23.4762204, -46.7545312 -23.4758686, -46.7546701 -23.4751431, -46.7552917 -23.475518))",,,,hospital,hospital,Casa de Saúde São João de Deus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6269387 -23.5221618, -46.6270932 -23.5227969, -46.6257091 -23.5230698, -46.6256698 -23.5226896, -46.6262182 -23.5226048, -46.6268036 -23.5224636, -46.6267358 -23.5221506, -46.6269387 -23.5221618))",,,,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,área do CAPS ad 3 Armênia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.691616 -23.5626441, -46.6918785 -23.5622971, -46.6920767 -23.5627286, -46.6919449 -23.5628488, -46.691616 -23.5626441))",34,05419-020,Praça dos Omaguás,hospital,hospital,Prevent Senior Londres - Núcleo de Medicina Avançada e Diagnóstica,,,,,yes,,,,São Paulo,,Pinheiros,,,,,,,,,,,,,,,,,,,,,,,,,general,,,,,,,2025-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.747263 -23.400558, -46.7470623 -23.4005342, -46.7470541 -23.4005618, -46.7470375 -23.4005575, -46.7470003 -23.4008698, -46.7470155 -23.4008711, -46.7470171 -23.4008932, -46.7470952 -23.4008979, -46.7471003 -23.4008773, -46.7471367 -23.4008773, -46.7471332 -23.4009058, -46.7472284 -23.4009106, -46.7472302 -23.4008797, -46.7472395 -23.4008757, -46.7472438 -23.4008345, -46.7472342 -23.4008166, -46.7472332 -23.4007994, -46.7472493 -23.4008005, -46.7472544 -23.4007485, -46.7472418 -23.4007382, -46.7472461 -23.4007175, -46.7472608 -23.4007149, -46.7472652 -23.4006563, -46.7472503 -23.4006491, -46.7472538 -23.4006315, -46.7472692 -23.400633, -46.7472801 -23.4005806, -46.7472646 -23.4005724, -46.747263 -23.400558))",,05202-140,Rua Estevan Ribeiro Resende,hospital,hospital,Unidade de Pronto de Atendimento Doutor Luiz Antônio de Abreu Sampaio Dora,+55 11 3350 0013,4050169,,,yes,,,,,,Perus,,,,,,,yes,,,,,,UPA Perus,,,,,,,,,,,,general,,,,,,,,,,,,,,,,CNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7650022 -23.5771631, -46.7648667 -23.5772393, -46.7648077 -23.5772909, -46.7647018 -23.5773819, -46.7645998 -23.5775048, -46.7640473 -23.5782484, -46.7643933 -23.5787204, -46.7645701 -23.5786108, -46.7652159 -23.5782105, -46.7653213 -23.5781452, -46.765375 -23.5779927, -46.7650022 -23.5771631))",257,,Rua Lucas de Leyde,hospital,hospital,Hospital Municipal e Maternidade Professor  Mario Degni,+55 11 3394 9330,,,https://www.hospitalsarah.com/,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,maternity;general,,,,,,fence,,government,,,,,,,,,Hospital e Maternidade Sarah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bars,,,,,,
"POLYGON ((-46.7650332 -23.5762288, -46.7649602 -23.5760557, -46.76495 -23.5760593, -46.7649004 -23.575942, -46.7647886 -23.5759816, -46.7646568 -23.5760284, -46.7649395 -23.576698, -46.7649488 -23.5767199, -46.7652026 -23.5766299, -46.7652178 -23.5766245, -46.7651075 -23.5763633, -46.7653824 -23.5762658, -46.7653233 -23.5761259, -46.7650332 -23.5762288))",90,,Rua José Vicente da Cruz,hospital,hospital,Unidade de Pronto Atendimento Rio Pequeno,,,,,,,,,,,Vila Antônio,,,,,,,yes,,,,Associação Paulista para o Desenvolvimento da Medicina,,,,,,,,,,,,,,general,,,,,,fence,,private_non_profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bars,,,,,,
"POLYGON ((-46.7112711 -23.5808154, -46.7112277 -23.5808364, -46.7109261 -23.580982, -46.7108081 -23.5806931, -46.7105868 -23.5806931, -46.7105882 -23.5799581, -46.7105949 -23.5799274, -46.7106164 -23.5799041, -46.7106318 -23.5798936, -46.7106546 -23.5798893, -46.710678 -23.5798887, -46.7106988 -23.5798936, -46.7107163 -23.5799022, -46.7107277 -23.5799163, -46.7108313 -23.5800867, -46.7111099 -23.5805444, -46.7112711 -23.5808154))",,,,hospital,hospital,Hospital Sancta Maggiore - Unidade Rússia,,,,,,,,,,,,,,,,,,,,,,Prevent Senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7357592 -23.6325638, -46.7356922 -23.632318, -46.7351727 -23.6319276, -46.7351129 -23.6317964, -46.7350618 -23.6317086, -46.7344771 -23.6316644, -46.7343993 -23.6318058, -46.7343931 -23.6319233, -46.734428 -23.6320061, -46.7345417 -23.6322208, -46.7348553 -23.63249, -46.7352228 -23.632753, -46.7354883 -23.6328341, -46.7357592 -23.6325638))",,,,hospital,hospital,Instituto de Reabilitação Lucy Montoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6209127 -23.4684998, -46.6187577 -23.4681026, -46.6182986 -23.4668725, -46.6177038 -23.4670544, -46.6181786 -23.4686099, -46.618116 -23.4694522, -46.6180325 -23.4702898, -46.6175785 -23.4703137, -46.6180377 -23.4712374, -46.619316 -23.4707732, -46.6198639 -23.4700313, -46.6195352 -23.4697585, -46.619603 -23.4689593, -46.6206309 -23.4690885, -46.6209127 -23.4684998))",,,,hospital,hospital,Centro Médico PMESP,,,,,,,,,,,,,,,,,,,,,,Polícia Militar do Estado de São Paulo,Q10351025,,,military,police,PMESP,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
