geometry,amenity,name,addr:housenumber,addr:street,check_date,name:en,wheelchair,wikidata,wikipedia,education,addr:city,addr:postcode,addr:suburb,wikimedia_commons,school,sport,name:pt,network,old_name,training,website,phone,description,addr:country,addr:district,addr:state,email,short_name,building,operator,addr:subdistrict,contact:facebook,contact:instagram,contact:youtube,contact:phone,addr:place,contact:website,internet_access,internet_access:fee,operator:type,operator:wikidata,ref,source,office,religion,addr:housename,entrance,level,opening_hours,note,internet_access:ssid,alt_name,alt_name_1,contact:email,contact:flickr,brand,brand:wikidata,denomination,capacity,official_name,start_date,mobile,grades,language:ja,language:pt,ele,fee,image,polling_station,female_owner,lgbtq,reservation,operator:short,contact:twitter,barrier,name:etymology:wikidata,name:de,contact:fax,building:architect,building:levels,building:material,colour,height,name:es,roof:colour,name:etymology,ref:INEP,loc_name,operator:wikipedia,isced:level,min_age,network:wikidata,museum,tourism,landuse,fax,material,wall,contact:whatsapp,wikipedia:pt,building:levels:underground,contact:linkedin,toilets:wheelchair,not:operator:wikidata,layer,contact:mobile,phone:BR,nohousenumber,healthcare,ref:CNES,ref:vatin,historic,contact:foursquare,contact:spotify,shortest_name,fence_type,preschool,mapillary,access,addr:unit,leisure,fixme,roof:height,roof:shape,branch,building:prefabricated,smoking,source:geometry,addr:street:name,brunch,residential,dance:teaching,addr:floor,construction,barrier:colour,wall:colour,school:level,ref:CIE,esperanto,language:eo,operator:short_name,type,payment:account_cards,payment:american_express,payment:cards,payment:cash,payment:cheque,payment:contactless,payment:credit_cards,payment:cryptocurrencies,payment:debit_cards,payment:diners_club,payment:discover_card,payment:dkv,payment:electronic_purses,payment:girocard,payment:maestro,payment:mastercard,payment:pikepass,payment:uta,payment:visa,payment:visa_debit,payment:visa_electron,area,surface,related_law,access:conditional,geometry_std,tipo_escola
"POLYGON ((-46.7836118 -23.6995544, -46.7831693 -23.6997901, -46.7827723 -23.6998908, -46.7828689 -23.6995986, -46.7830432 -23.6991982, -46.7831156 -23.6991098, -46.7832283 -23.6990533, -46.7833329 -23.6990558, -46.7833999 -23.6990779, -46.7835072 -23.699127, -46.7835796 -23.6992007, -46.7836306 -23.6992695, -46.7836842 -23.6993726, -46.7836118 -23.6995544))",school,Escola Municipal de Educação Fundamenta Antônio Estanislau do Amaral,7,Rua Cerdeira,,,,,,,São Paulo,05874-060,Parque Novo Santo Amaro,,,,,,,,,+55 11 5831 0364,,BR,,,emefaeamaral@prefeitura.sp.gov.br,,,Secretaria da Educação,,,,,+55 11 5831 1756,,,,,,,,http://www.educacao.sp.gov.br/central-de-atendimento/Relat_Escola.asp?ID_DIR=012&ID_MUN=100&ID_DIST=43&NM_MUN=SAO%20PAULO&NM_DIST=JARDIM%20ANGELA&CD_ADM=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.78323686084271 -23.699453328247586),publica
"POLYGON ((-46.7773994 -23.6959903, -46.7769943 -23.6962605, -46.7769166 -23.6961377, -46.7766617 -23.6959485, -46.7769353 -23.6954008, -46.7772626 -23.695671, -46.777225 -23.6957177, -46.7773994 -23.6959903))",school,Escola Estadual Oscar Pereira Machado,96,Rua Miguel Dionízio Valle,,,,,,,São Paulo,04942-040,Jardim Nakamura,,,,,,,,,+55 11 5831 0331,,BR,,,e906566a@educacao.sp.gov.br,,,Secretaria da Educação do Estado de São Paulo,,,,,+55 11 5833 4317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.77702087883292 -23.695855001157515),publica
"POLYGON ((-46.7001503 -23.7322128, -46.6990881 -23.7320262, -46.6987676 -23.7319771, -46.6987683 -23.7320606, -46.6989031 -23.7322718, -46.6995508 -23.7335031, -46.6996997 -23.7332097, -46.7001664 -23.7323847, -46.7001986 -23.7323233, -46.7002066 -23.7322791, -46.7001503 -23.7322128))",school,IR CS EMEF João de Deus Cardoso de Melo,220,Rua Manuel Vitorino Pereira,,,,,,school,São Paulo,,Jardim Jordanópolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.699509277889874 -23.732563973916516),publica
"POLYGON ((-46.7851518 -23.7005277, -46.7850106 -23.7007017, -46.7848048 -23.7004918, -46.7849093 -23.700378, -46.7851518 -23.7005277))",school,Escola Estadual Maestro João Carlos Martins,36,Rua Doutor Renato Locchi,,,,,,,São Paulo,05874-080,Parque Novo Santo Amaro,,,,,,,,,+55 11 5832 6622,,BR,,,e924714a@educacao.sp.gov.br,,,Secretaria da Educação do Estado de São Paulo,,,,,,,,,,government,Q10369245,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.78497563292904 -23.70053080637508),publica
"POLYGON ((-46.7009896 -23.7108493, -46.7005899 -23.7107339, -46.7003432 -23.712006, -46.7007374 -23.7120993, -46.7009896 -23.7108493))",school,Escola Estadual Professora Beatriz Lopes,384,Rua Guaruva,,,,,,,São Paulo,04807-030,Cidade Dutra,,,,,,,,,+55 11 5666 1440,,BR,,,e005277a@educacao.sp.gov.br,,,Secretaria da Educação do Estado de São Paulo,,,,,+55 11 5686 3850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.70066500139691 -23.711419505405637),publica
"POLYGON ((-46.6055155 -23.6284186, -46.6056438 -23.6281255, -46.6058065 -23.6281811, -46.6057044 -23.6283807, -46.6057458 -23.6283971, -46.6057003 -23.6284969, -46.6055155 -23.6284186))",school,Colégio Veruska,1233,Rua Nossa Senhora das Mercês,,,,,,,São Paulo,04165-140,Vila Moraes,,,,,,,,,+55 11 2946-5401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.60566092442642 -23.628310406484058),privada
"POLYGON ((-46.7126245 -23.7457586, -46.7124796 -23.7458642, -46.7125413 -23.745901, -46.7119808 -23.7463135, -46.7114416 -23.7459845, -46.7114416 -23.7459231, -46.7115194 -23.7458691, -46.7114658 -23.7458224, -46.7116347 -23.7457095, -46.7116669 -23.7457365, -46.7117957 -23.7456555, -46.7121631 -23.7453118, -46.7126245 -23.7457586))",school,Escola Estadual Professor José Duarte Júnior,422,Rua Domingos Faustino Sarmiento,,,,,,school,São Paulo,04836-360,Jardim Alpino,,,,,,,,,+55 11 5928 0262,,BR,,,e908848a@educacao.sp.gov.br,,,Secretaria da Educação do Estado de São Paulo,,,,,+55 11 5928 7662,,,,,government,Q10369245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.71203849850414 -23.745839270486904),publica
"POLYGON ((-46.7386533 -23.5029522, -46.7384437 -23.5024526, -46.7386633 -23.5023711, -46.7386113 -23.5022055, -46.7388973 -23.5020941, -46.7393385 -23.5030854, -46.7388973 -23.5034748, -46.7386533 -23.5029522))",school,Escola Estadual Professor Antônio carlos Ferreira Nobre,235,Rua Agostinho dos Santos,,,,,,,,05125-050,Parque São Domingos,,,,,,,,,+55 11 3834 8758,,,,,e037643a@educacao.sp.gov.br,,,Secretaria da Educação do Estado de São Paulo,,,,,+55 11 3831 9345,,,,,government,,INEP-35037643,CADMEC 2017;INEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.73889124513789 -23.502771878210247),publica
"POLYGON ((-46.742815 -23.4968245, -46.7427182 -23.4978806, -46.7434245 -23.49791, -46.7439923 -23.4978508, -46.7441542 -23.4968906, -46.742815 -23.4968245))",school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.74340962674215 -23.497367877555465),privada
"POLYGON ((-46.3882471 -23.5459532, -46.3884769 -23.5452518, -46.388208 -23.5451372, -46.3880006 -23.5453493, -46.3877889 -23.5456519, -46.387789 -23.5457945, -46.3882471 -23.5459532))",school,Escola Estadual Deputado Pedro Geraldo Costa,75,Rua Francisco Capara,,,,,,,Ferraz de Vasconcelos,08450-570,Jardim Fanganiello,,,,,,,,,+55 11 2557-6069;+55 11 2961-2343,,,,,e916754a@educacao.sp.gov.br,EE Deputado Pedro Geraldo Costa,,Secretaria da Educação do Estado de São Paulo,,,,,,,,,,government,Q10369245,35916754,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.38813995698887 -23.545553576373127),publica
"POLYGON ((-46.54207 -23.5147013, -46.5420509 -23.5147123, -46.5420016 -23.5149579, -46.5419524 -23.5152034, -46.5419592 -23.5152252, -46.541977 -23.5152395, -46.5426363 -23.5153506, -46.5426569 -23.515343, -46.5426737 -23.5153221, -46.5427737 -23.5148231, -46.5427687 -23.5148109, -46.5427538 -23.5148043, -46.5421067 -23.5146952, -46.54207 -23.5147013))",school,E.E Esther Frankel Sampaio,1475,Rua Tujuba,,,,,,,São Paulo,03608-050,Penha de França,,,,,,,,,+55 11 2641-3823;+55 11 2641-7127,,,,,e002483a@educacao.sp.gov.br,Escola Estadual Esther Frankel Sampaio,,,,,,,,,,,,,,35002483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.542361796061236 -23.51502122164763),privada
"POLYGON ((-46.547636 -23.5280282, -46.5474396 -23.5287463, -46.5477568 -23.5289873, -46.5482598 -23.5285043, -46.547636 -23.5280282))",school,Escola Estadual Padre Antão,273,Rua Santo Afonso,,,,,,,,03632-020,Penha,,,,,,,,,+55 11 2091-3272;+55 11 2092-3422,,,,,,,,Governo do Estado de São Paulo,,,,,,,,,,government,Q10290787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pt:Governo do estado de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.54779201069888 -23.528533800452177),publica
"POLYGON ((-46.5476598 -23.5207039, -46.5479457 -23.5210101, -46.5482431 -23.5213285, -46.5478488 -23.5216452, -46.5475636 -23.5213442, -46.5474623 -23.5214239, -46.547365 -23.5213229, -46.5474865 -23.5212217, -46.5474986 -23.521213, -46.547294 -23.5210043, -46.5476598 -23.5207039))",school,E.E. Nossa Senhora da Penha,762,Rua Padre Benedito de Camargo,,,,,,,São Paulo,03604-000,,,,,,,,,,,,,,,,,,Governo do Estado de São Paulo,,,,,,,,,,government,Q10290787,,,,,,,,,,,Escola Estadual Nossa Senhora da Penha,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.5477515753199 -23.52118368273531),privada
"POLYGON ((-46.7503054 -23.6881559, -46.7502061 -23.6881817, -46.7500599 -23.6883205, -46.7501659 -23.688693, -46.7505143 -23.6887222, -46.7506776 -23.6884305, -46.750586 -23.6881826, -46.7503054 -23.6881559))",school,Escola Antonio Bernardes de Oliveira,2,Rua Jean Marot,,,,,,,,,Jardim Sao Joaquim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.75036875393773 -23.688431365554724),privada
"POLYGON ((-46.7012609 -23.6457227, -46.7007348 -23.6449755, -46.7010517 -23.644789, -46.70114 -23.6449141, -46.7015538 -23.644669, -46.7018024 -23.6450211, -46.701508 -23.6451955, -46.7016975 -23.645464, -46.7012609 -23.6457227))",school,Colégio Jesus Maria José,893,Avenida Adolfo Pinheiro,,,,,,,São Paulo,04733-100,Santo Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.70129713591772 -23.645162802727363),privada
"POLYGON ((-46.4818963 -23.4998894, -46.4815423 -23.4994688, -46.4809519 -23.4998476, -46.4813599 -23.5003076, -46.4818963 -23.4998894))",school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.481431771464266 -23.49988117618298),privada
"POLYGON ((-46.4810917 -23.498999, -46.4808664 -23.4992572, -46.4808476 -23.4993015, -46.4805794 -23.4994786, -46.4804799 -23.4993581, -46.4807027 -23.4991785, -46.4807534 -23.4991269, -46.4809307 -23.4988711, -46.4810917 -23.498999))",school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.48079599181001 -23.499185323619766),privada
"POLYGON ((-46.480279 -23.500374, -46.4801931 -23.5004476, -46.4802629 -23.5005116, -46.4803645 -23.5004527, -46.480279 -23.500374))",school,creche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.480276459924696 -23.500445336088777),privada
"POLYGON ((-46.4783854 -23.5000148, -46.4780636 -23.4999361, -46.4782406 -23.4995032, -46.4781571 -23.499395, -46.4782513 -23.4991318, -46.4786586 -23.4992253, -46.4785115 -23.4997369, -46.4783854 -23.5000148))",school,terezinha aranha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.47836014658655 -23.499557831503623),privada
"POLYGON ((-46.5278339 -23.6074622, -46.5268988 -23.607934, -46.5271406 -23.6083363, -46.5280757 -23.6078644, -46.5278339 -23.6074622))",school,Escola Estadual Professora Maria da Glória Costa e Silva,110,Rua Doutor Monteiro de Barros,,,,,,,São Paulo,03254-120,Vila Elze,,,,,,,,,+55 11 2143-2626;+55 11 2143-2634,,,,,e001673a@educacao.sp.gov.br,EE Professora Maria da Glória Costa e Silva,,,,,,,,,,,,,,35001673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.52748723613011 -23.607899234153578),publica
"POLYGON ((-46.7015579 -23.6425689, -46.7012893 -23.6430458, -46.7015219 -23.6431523, -46.7014457 -23.6432982, -46.7011273 -23.6431257, -46.7013004 -23.6428872, -46.7010151 -23.642683, -46.7012644 -23.6424091, -46.7015579 -23.6425689))",school,David's Tennis School,437,Rua Alves Pontual,,,,,,,São Paulo,04722-000,Santo Amaro,,sport,tennis,,,,,http://www.davidstennis.com.br/,(11) 5686-6848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sports_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.70130502775284 -23.642797696349835),privada
"POLYGON ((-46.6951273 -23.7700988, -46.6933724 -23.7702582, -46.6941485 -23.7708496, -46.6942467 -23.7708873, -46.694801 -23.7708438, -46.6952382 -23.77018, -46.6952033 -23.7701278, -46.6951273 -23.7700988))",school,Escola Estadual Roberto Mange,50,Avenida Carlos Alberto Bastos Machado,,,,,,school,São Paulo,04856-080,Jardim Myrna,,,,,,,,,+55 11 5526 2350,,BR,,,e039159a@educacao.sp.gov.br,,,Secretaria da Educação do Estado de São Paulo,,,,,+55 11 5526 2799,,,,,government,Q10369245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.69440095294927 -23.770459521129865),publica
"POLYGON ((-46.5411726 -23.5186427, -46.5411902 -23.5185472, -46.5407497 -23.5184789, -46.5407321 -23.5185745, -46.5411726 -23.5186427))",school,Colégio Martins Penna,438,Rua Jaborandi,,,,,,,São Paulo,03609-010,Penha,,,,,,,,https://www.martinspenna.com.br/,+55 11 2641-9953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.54096111270767 -23.518560818889064),privada
"POLYGON ((-46.7982176 -23.6778499, -46.7978867 -23.6779828, -46.7976195 -23.6781141, -46.7974177 -23.6782421, -46.7972425 -23.6780363, -46.7974177 -23.6778985, -46.797508 -23.6777348, -46.7975451 -23.6776117, -46.7977752 -23.6774188, -46.7979628 -23.677576, -46.7981751 -23.6776635, -46.7983131 -23.6777316, -46.7982176 -23.6778499))",school,Escola Municipal de Educação Fundamental Professor Theodomiro Monteiro do Amaral,51,Rua Acarirana,,,,,,,São Paulo,05887-230,Jardim Dom José,,,,,,,,,+55 11 5821 5083,,,,,emeftmamaral@prefeitura.sp.gov.br,,,,,,,,+55 11 5824 8274,,,,,,,35200098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.79774734320131 -23.677826189406257),publica
"POLYGON ((-46.5705687 -23.56318, -46.5698943 -23.5624789, -46.5686574 -23.5634787, -46.5693317 -23.5641797, -46.5705687 -23.56318))",school,Escola Estadual Professor Wolny Carvalho Ramos,909,Rua Bom Jesus,,,,,,,São Paulo,03344-000,Vila Regente Feijó,,,,,,,,,+55 11 2965-0858;+55 11 2965-1370,Escola Estadual de Ensino Fundamental (anos finais ciclo II) e Ensino Médio.,,,,e001624a@educacao.sp.gov.br,E.E. Professor Wolny Carvalho Ramos,,Secretaria d Educação - Governo do Estado de São Paulo,,,,,,,,,,,,35001624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.56961304005553 -23.563329313011433),publica
"POLYGON ((-46.7042212 -23.6484568, -46.7042095 -23.648476, -46.7041924 -23.6484867, -46.7034771 -23.6488892, -46.7034488 -23.6488858, -46.7034266 -23.6488733, -46.7030779 -23.6483673, -46.7027292 -23.6478613, -46.7035092 -23.6474048, -46.7042017 -23.6484058, -46.7042205 -23.6484325, -46.7042212 -23.6484568))",school,EMEFM Professor Linneu Prestes,511,Avenida Adolfo Pinheiro,,,no,,,,São Paulo,04733-100,Santo Amaro,,,,,,,,,(11) 5523-3444,,,,,,,,Prefeitura de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.703482277804405 -23.648157243360235),publica
"POLYGON ((-46.6166301 -23.6276594, -46.6165335 -23.6282566, -46.6160507 -23.6281804, -46.6161312 -23.6275832, -46.6166301 -23.6276594))",school,Escola Estadual Professor Carlos Pasquale,219,Rua Marques de Lajes,,,,,,,São Paulo,04161-040,Vila Moraes,,,,,,,,,+55 11 5073-5360,,,,,e038179a@educacao.sp.gov.br,,,Secretaria da Educação do Estado de São Paulo,,,,,,,,,,government,Q10369245,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.616336778931185 -23.627918330347814),publica
"POLYGON ((-46.6175447 -23.6271004, -46.6173636 -23.6270795, -46.6173006 -23.6275574, -46.617487 -23.6275796, -46.6175447 -23.6271004))",school,Colégio Renovação,180,Rua Democracia,,,,,,,São Paulo,04161-060,Vila Brasilina,,,,,,,,http://www.renovacao.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.617423849025094 -23.627330396062533),privada
"POLYGON ((-46.6186291 -23.6206234, -46.6184412 -23.62067, -46.6184674 -23.6207716, -46.6183626 -23.6207999, -46.6183888 -23.6208916, -46.6184889 -23.6208648, -46.6186831 -23.6208098, -46.6186291 -23.6206234))",school,EMEI Doutor Carlos Eduardo de Camargo Aranha,107,Rua do Boqueirão,,,,,,,São Paulo,04293-000,Jardim da Saúde,,,,,,,,http://portal.sme.prefeitura.sp.gov.br,+55 11 5073-3107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.618532904562166 -23.620761092644535),publica
"POLYGON ((-46.721108 -23.593187, -46.7210231 -23.5934076, -46.7207683 -23.5936995, -46.7204781 -23.5940238, -46.7203507 -23.5942898, -46.7203003 -23.5944928, -46.7202799 -23.5945752, -46.720282 -23.5946059, -46.720287 -23.594679, -46.7201029 -23.5946335, -46.7197844 -23.594666, -46.7193809 -23.5947179, -46.7190695 -23.5947633, -46.7186225 -23.5948625, -46.7183831 -23.5948146, -46.7182687 -23.5945139, -46.7182044 -23.5943607, -46.7179511 -23.5935243, -46.7178449 -23.5932778, -46.7177408 -23.5931487, -46.7177212 -23.5930966, -46.7177866 -23.593052, -46.7178241 -23.5929691, -46.7178945 -23.5928108, -46.7181918 -23.5929535, -46.7186165 -23.5929859, -46.7189137 -23.5928886, -46.7191898 -23.5927005, -46.7193172 -23.5924281, -46.7194305 -23.5922789, -46.7203294 -23.5926746, -46.720287 -23.5927848, -46.721108 -23.593187))",school,Colégio Miguel de Cervantes,,,,,,,,,,,,,,,,,,,https://www.cmc.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.71937130061336 -23.593636057264405),privada
"POLYGON ((-46.7934847 -23.6770485, -46.7939307 -23.6774398, -46.7940054 -23.6774184, -46.7940941 -23.6773671, -46.7945074 -23.6768689, -46.794442 -23.6768389, -46.794316 -23.6768261, -46.7941875 -23.6768026, -46.7940217 -23.6768432, -46.7937485 -23.6767491, -46.7936225 -23.6768432, -46.7935968 -23.6768432, -46.7934847 -23.6770485))",school,Escola Municipal de Ensino Fundamental Campo Limpo III,,Avenida Andorinha dos Beirais,,,,,,,São Paulo,,Parque Fernanda,,,,,,,,,+55 11 5821 4972,,BR,,,emefcampolimo33@prefeitura.sp.gov.br,,,Secretaria da Educação,,,,,+55 11 5821 5820,,,,,government,,INEP-35418213,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.79396364100455 -23.677051518959296),publica
"POLYGON ((-46.7937882 -23.6764959, -46.7933796 -23.6763343, -46.7931041 -23.6767705, -46.7934613 -23.6770335, -46.7934847 -23.6770485, -46.7936117 -23.6767803, -46.7937882 -23.6764959))",school,Escola Estadual Professora Maria Jannuzzi Mascari,9950,Rodovia Armando Salles,,,,,,,São Paulo,05858-002,Parque Fernanda,,,,,,,,,+55 11 5821 5096,,BR,,,e902780a@educacao.sp.gov.br,,,Secretaria da Educação do Estado de São Paulo,,,,,+55 11 5821 7900,,,,,,,35902780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.79343969379359 -23.676667251702764),publica
