geometry,amenity,brand,brand:wikidata,dispensing,drive_through,healthcare,name,wheelchair,addr:city,addr:housenumber,addr:postcode,addr:street,addr:country,addr:state,contact:phone,contact:website,opening_hours,check_date,phone,website,brand:wikipedia,contact:email,mobile,alt_name,operator,cuisine,addr:suburb,smoking,name:pt,payment:cash,payment:credit_cards,payment:debit_cards,old_name,entrance,contact:fax,parking,level,name:en,height,shop,building,description,email,check_date:opening_hours,internet_access,payment:mastercard,payment:visa,toilets:wheelchair,fax,healthcare:speciality,payment:american_express,payment:coins,payment:maestro,payment:visa_debit,payment:visa_electron,payment:elo,emergency,internet_access:fee,organic,check_date:currency:XBT,currency:XBT,payment:apple_pay,payment:cards,payment:contactless,payment:diners_club,payment:discover_card,payment:google_pay,payment:jcb,payment:lightning,payment:lightning_contactless,payment:mastercard_contactless,payment:nfc,payment:onchain,payment:samsung_pay,payment:unionpay,source,delivery,landuse,branch,building:levels,roof:levels,roof:colour,roof:material,mapillary,roof:shape,ref:vatin,atm,layer,note,payment:notes,building:colour,air_conditioning,indoor,room,area,start_date,survey:date,contact:facebook,payment:electronic_purses,wikidata,wikipedia,leisure,contact:instagram,opening_hours:drive_through,opening_date,addr:subdistrict,addr:district,type
"POLYGON ((-46.4786847 -23.6076222, -46.4786413 -23.6076852, -46.4788252 -23.6077926, -46.4788686 -23.6077296, -46.4786847 -23.6076222))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,São Paulo,3048,03949-300,Avenida Mateo Bei,,,,,,,,,en:Grupo DPSP,,,,,,São Matheus,,,,,,,,,,,,6.35,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5030191 -23.6148824, -46.5030257 -23.6148888, -46.5029947 -23.6149158, -46.503027 -23.6149228, -46.5031213 -23.6149433, -46.5031789 -23.6149557, -46.5032248 -23.6149001, -46.5031617 -23.6148475, -46.5031472 -23.6148642, -46.503017 -23.6147594, -46.5029508 -23.6148289, -46.5029617 -23.6148395, -46.5030119 -23.6148886, -46.5030191 -23.6148824))",pharmacy,,,yes,,pharmacy,Droga Leste,,São Paulo,11030A,03345-001,Avenida Sapopemba,,,,,,,,,,,,,,,,,,,,,,,,,,,5.042,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5012853 -23.6151683, -46.5013409 -23.6149286, -46.5012924 -23.6149202, -46.5012512 -23.614913, -46.5012181 -23.6150735, -46.5012017 -23.6151529, -46.5012598 -23.6151636, -46.5012853 -23.6151683))",pharmacy,Drogasil,Q5308185,yes,,pharmacy,Drogasil,yes,São Paulo,11176,,Avenida Sapopemba,,,,,,,,,pt:Drogasil,,,,,,,,,,,,,,,,,,6.64,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6409031 -23.4823662, -46.6408395 -23.4823604, -46.6408208 -23.4825316, -46.6408843 -23.4825374, -46.6409031 -23.4823662))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,São Paulo,216,02435-000,Avenida do Guacá,,,,,,,,,en:Grupo DPSP,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atualizar a geometria quando as imagens de satélite estiverem atualizadas.,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4611519 -23.6251258, -46.4611332 -23.6251098, -46.461105 -23.625111, -46.4609628 -23.625154, -46.4609454 -23.6251786, -46.4609588 -23.6252192, -46.4610379 -23.62539, -46.4612431 -23.625256, -46.4611519 -23.6251258))",pharmacy,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7382116 -23.6210003, -46.7382309 -23.6210974, -46.7380734 -23.6211233, -46.738055 -23.621025, -46.7382116 -23.6210003))",pharmacy,Drogasil,Q5308185,yes,no,pharmacy,Drogasil,yes,São Paulo,600,05642-001,Avenida José Galante,,,,,Mo-Su 07:00-23:00,,+55 11 3739 0047,,pt:Drogasil,,,,,,Vila Suzana,,,yes,yes,yes,,,,,,,,,yes,,,,,yes,yes,,,,yes,yes,yes,yes,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5290842 -23.552188, -46.5291461 -23.5521587, -46.5291705 -23.5520922, -46.5290842 -23.5519303, -46.5289636 -23.5519658, -46.5290842 -23.552188))",pharmacy,Drogasil,Q5308185,,no,pharmacy,Drogasil,yes,São Paulo,3445,,Avenida Conselheiro Carrão,,,,,,,,,pt:Drogasil,,,,Drogasil,,Vila Carrão,,,,,,,,,,,,6.18,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7169479 -23.4461809, -46.7168879 -23.4461791, -46.7168832 -23.4463117, -46.7169432 -23.4463135, -46.7169479 -23.4461809))",pharmacy,,,yes,,pharmacy,Drogaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7262187 -23.4969793, -46.7261299 -23.4971146, -46.7260636 -23.4970791, -46.7260571 -23.4970343, -46.7261197 -23.4969344, -46.7261923 -23.4969712, -46.7262187 -23.4969793))",pharmacy,Drogasil,Q5308185,yes,no,pharmacy,Drogasil,yes,São Paulo,29,05143-060,Rua Rosalio José da Conceição,,,,,,,,,pt:Drogasil,,,,Drogasil,,Jardim Íris,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6917969 -23.4851439, -46.6917612 -23.4850914, -46.6919322 -23.4849962, -46.6919735 -23.4850673, -46.6917969 -23.4851439))",pharmacy,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6926662 -23.4865611, -46.6926964 -23.4866258, -46.6930289 -23.4864487, -46.6930088 -23.4863671, -46.6926662 -23.4865611))",pharmacy,Droga Raia,Q10357101,yes,,pharmacy,Droga Raia,,,,,,,,,,,,,,pt:RaiaDrogasil,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6920577 -23.4855601, -46.6920129 -23.4854971, -46.6921578 -23.485434, -46.6921921 -23.4854875, -46.6920577 -23.4855601))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,,,,,,,,,,,,,en:Grupo DPSP,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6966169 -23.4855575, -46.6966798 -23.4856549, -46.6965374 -23.4857471, -46.6964713 -23.4856705, -46.6966169 -23.4855575))",pharmacy,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6047324 -23.5065354, -46.6047027 -23.5064793, -46.604622 -23.5063264, -46.6046197 -23.5063274, -46.6045152 -23.5063755, -46.6045169 -23.5063788, -46.60458 -23.5065001, -46.6046169 -23.5065708, -46.6046197 -23.5065762, -46.6046437 -23.5066222, -46.6047199 -23.5065854, -46.6047324 -23.5065354))",pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,,São Paulo,1170,02065-000,Avenida Joaquina Ramalho,BR,SP,+55 11 2305-7520;+55 11 2305-6481;0800 779 8767,http://www.drogariasaopaulo.com.br,Mo-Su 07:00-23:00,,,,en:Grupo DPSP,,,,,,Vila Guilherme,,,,,,,,,,,,4.579,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.597559 -23.5079648, -46.5974211 -23.5078009, -46.597351 -23.5078474, -46.5973825 -23.5078854, -46.5973921 -23.507897, -46.597393 -23.5078981, -46.5974241 -23.5078771, -46.5974041 -23.5078536, -46.5974255 -23.5078386, -46.5974519 -23.5078704, -46.5974217 -23.507891, -46.5974732 -23.5079511, -46.5974504 -23.5079675, -46.5974549 -23.507973, -46.5974869 -23.5080121, -46.5974893 -23.508015, -46.597559 -23.5079648))",pharmacy,,,,,pharmacy,Euro Formulas,,São Paulo,1859,02071-013,Rua Maria Cândida,,,,,Mo-Fr 09:00-18:00; Sa 08:00-12:00,,+55 11 2901-6338,,,,,,,,,,,,,,,,,,,,5.637,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5968175 -23.4983703, -46.5968017 -23.4982416, -46.5967385 -23.4982342, -46.5966636 -23.4982254, -46.5966667 -23.4982506, -46.5966803 -23.4983596, -46.5966832 -23.4983831, -46.5968175 -23.4983703))",pharmacy,Drogasil,Q5308185,yes,,pharmacy,Drogasil,yes,São Paulo,1874,02072-002,Avenida Conceição,,,,,Mo-Su 07:00-23:00,,+55 11 2901-3030;+55 11 2901-0637,https://www.drogasil.com.br/,pt:Drogasil,,,,,,,,,,,,,,,,,,6.686,,yes,,atendimento@drogasil.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6122523 -23.4976198, -46.6119791 -23.4977473, -46.6120036 -23.4977977, -46.6120598 -23.4977704, -46.6120632 -23.4977767, -46.6120928 -23.4977642, -46.6121143 -23.4978007, -46.6121197 -23.4977978, -46.6121242 -23.4978051, -46.6123139 -23.4977151, -46.6122886 -23.4976708, -46.6122836 -23.4976725, -46.6122523 -23.4976198))",pharmacy,Droga Raia,Q10357101,yes,yes,pharmacy,Droga Raia,,São Paulo,552,02085-000,Avenida Luiz Dumont Villares,,,,,24/7,,,,pt:RaiaDrogasil,,,,,,Vila Guilherme,,,,,,,,,,,,4.261,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6112512 -23.4934885, -46.6113178 -23.4934723, -46.6112883 -23.4933497, -46.6112345 -23.4933602, -46.6112213 -23.4933628, -46.6112508 -23.4934864, -46.6112512 -23.4934885))",pharmacy,Drogasil,Q5308185,yes,,pharmacy,Drogasil,yes,São Paulo,1012,02085-100,Avenida Luiz Dumont Villares,,,,,,,,,pt:Drogasil,,,,,,,,,,,,,,,,,,7.24,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5767601 -23.5898954, -46.5766744 -23.5899067, -46.5766526 -23.5899096, -46.5766118 -23.589996, -46.5766907 -23.5900375, -46.576692 -23.5900382, -46.576738 -23.5900624, -46.5767921 -23.5900908, -46.5767727 -23.5899723, -46.5767601 -23.5898954))",pharmacy,Droga Raia,Q10357101,yes,,pharmacy,Droga Raia,,São Paulo,752,03143-000,Avenida Zelina,,,,,24/7,,,,pt:RaiaDrogasil,,,,,,Vila Zelina,,,,,,,,,,,,5.457,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5858609 -23.5811156, -46.5858231 -23.5809854, -46.5857143 -23.5810123, -46.58575 -23.581135, -46.5858609 -23.5811156))",pharmacy,,,yes,,pharmacy,Darogaria São Paulo,yes,,,,,,,,,,2023-06-06,,,,,,,,,,,,,,,,,,,,,5.986,,yes,,,,no,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,grey,,,hipped,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5850336 -23.5815134, -46.5850555 -23.5814716, -46.5850573 -23.5814651, -46.585057 -23.5814585, -46.5850546 -23.5814522, -46.5850503 -23.5814468, -46.5850443 -23.5814431, -46.5849736 -23.5814118, -46.5849412 -23.5814726, -46.5850336 -23.5815134))",pharmacy,Droga Raia,Q10357101,yes,,pharmacy,Droga Raia,,São Paulo,20,03131-010,Rua Orfanato,,,,,Mo-Su 07:30-23:30,2023-05-16,+55 11 2591-1300,https://www.drogaraia.com.br/,pt:RaiaDrogasil,,,,,,Vila Prudente,,,,,,,,,,,,8.528,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5893911 -23.5005584, -46.5894077 -23.5005049, -46.5893354 -23.5004386, -46.589208 -23.5004047, -46.5892038 -23.5004187, -46.5891959 -23.500445, -46.5891837 -23.5004857, -46.5891785 -23.500503, -46.5892993 -23.5005342, -46.5893911 -23.5005584))",pharmacy,Extrafarma,Q20055480,yes,,pharmacy,Extrafarma,,São Paulo,1769,02127-001,Avenida Alberto Byington,,,,,,,,,pt:Extrafarma,,,,,,Vila Maria Alta,,,,,,,,,,,,5.323,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5881524 -23.51612, -46.5881627 -23.5161331, -46.5881825 -23.5161583, -46.588197 -23.5161768, -46.5882027 -23.516181, -46.5882094 -23.5161835, -46.5882166 -23.5161842, -46.5882237 -23.5161829, -46.5882301 -23.5161799, -46.5882358 -23.5161757, -46.5883797 -23.5160796, -46.5883359 -23.516021, -46.5883233 -23.5160041, -46.5883078 -23.5160146, -46.5883052 -23.5160164, -46.5882878 -23.5160282, -46.5881524 -23.51612))",pharmacy,,,,,pharmacy,São Carlos Drogaria,,São Paulo,1531,02113-015,Avenida Guilherme Cotching,,,,,,,,,,,,,,,Vila Maria,,,,,,,,,,,,9.181,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,grey,,,hipped,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.588682 -23.5175066, -46.5886748 -23.5175113, -46.5887886 -23.5176593, -46.5888333 -23.5176297, -46.5888827 -23.517597, -46.5888883 -23.5175929, -46.5888925 -23.5175874, -46.5888955 -23.5175813, -46.588897 -23.5175748, -46.5888971 -23.5175681, -46.5888957 -23.5175616, -46.5888921 -23.5175559, -46.5888781 -23.5175381, -46.5887949 -23.5174325, -46.5887665 -23.5174511, -46.5887376 -23.5174701, -46.5887102 -23.5174881, -46.588682 -23.5175066))",pharmacy,Drogaria São Paulo,Q5308184,yes,no,pharmacy,Drogaria São Paulo,,São Paulo,1360,02113-012,Avenida Guilherme Cotching,,,+55 11 2967-7341;+55 11 2967-6702;0800 779 8767,http://www.drogariasaopaulo.com.br,24/7,,,,en:Grupo DPSP,,,,,,Vila Maria,,,,,,,,,,,,7.451,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5770353 -23.5196189, -46.5771104 -23.5195582, -46.5770919 -23.519538, -46.5771001 -23.5195317, -46.5770723 -23.5195014, -46.5770619 -23.5195095, -46.5770609 -23.5195085, -46.5769869 -23.519566, -46.5770353 -23.5196189))",pharmacy,,,yes,,pharmacy,Drogaria Novo Mundo,,São Paulo,321,02168-130,Rua dos Condoreiros,,,,,,,+55 11 2955-0928,,,,,,,,Jardim Andarai,,,,,,,,,,,,5.102,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5086915 -23.5694379, -46.5086336 -23.5694914, -46.5086631 -23.5695198, -46.5087222 -23.5695732, -46.5088192 -23.5696609, -46.5088753 -23.5696076, -46.5086915 -23.5694379))",pharmacy,Drogasil,Q5308185,yes,,pharmacy,Drogasil,yes,São Paulo,1768,03452-100,Avenida Rio das Pedras,,,,,,,,,pt:Drogasil,,,,,,Jardim Aricanduva,,,,,,,,,,,,6.315,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5354797 -23.5828964, -46.5354492 -23.5829374, -46.5354408 -23.5829487, -46.5353976 -23.5830069, -46.535428 -23.5830256, -46.5355952 -23.5831283, -46.5356331 -23.5830753, -46.5356551 -23.5830446, -46.5356707 -23.5830227, -46.535676 -23.5830154, -46.5356356 -23.5829909, -46.5356019 -23.5829705, -46.5355923 -23.582984, -46.5355364 -23.5829501, -46.535546 -23.5829366, -46.5354797 -23.5828964))",pharmacy,,,yes,,pharmacy,Droga Leste,,São Paulo,5804,03374-001,Avenida Sapopemba,,,,,,,,,,,,,,,,,,,,,,,,,,,6.872,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5604489 -23.5489542, -46.5604621 -23.5489016, -46.5604707 -23.5488675, -46.5603018 -23.5488348, -46.5602883 -23.5488359, -46.5602786 -23.5488403, -46.5602727 -23.5488453, -46.5602695 -23.5488524, -46.5602647 -23.548873, -46.5602542 -23.5489178, -46.5604435 -23.5489532, -46.5604489 -23.5489542))",pharmacy,Drogasil,Q5308185,yes,,pharmacy,Drogasil,yes,São Paulo,1274,03312-001,Rua Monte Serrat,,,,,24/7,,,,pt:Drogasil,,,,,,,,,,,,,,,,,,3.07,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5552206 -23.5479923, -46.5553164 -23.5480115, -46.5553518 -23.5478701, -46.5552771 -23.5478557, -46.5552526 -23.5478744, -46.5552487 -23.5478887, -46.5552206 -23.5479923))",pharmacy,Extrafarma,Q20055480,yes,,pharmacy,Extrafarma,,São Paulo,2028,03401-001,Rua Antônio de Barros,,,,,,,,,pt:Extrafarma,,,,,,Vila Carrão,,,,,,,,,,,,7.64,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5742675 -23.5450479, -46.5742443 -23.5450433, -46.5742259 -23.5451218, -46.5742569 -23.5451281, -46.5743158 -23.54514, -46.5743222 -23.5451393, -46.5743249 -23.5451383, -46.5743279 -23.5451371, -46.5743323 -23.5451333, -46.5743483 -23.5450637, -46.5742675 -23.5450479))",pharmacy,Drogasil,Q5308185,yes,,pharmacy,Drogasil,yes,São Paulo,21,03323-000,Praça Silvio Romero,,,,,,,,,pt:Drogasil,,,,,,Cidade Mãe do Céu,,,,,,,,,,,,9.732,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.572419 -23.5477402, -46.5723882 -23.5477341, -46.5722545 -23.5477075, -46.5722263 -23.5477019, -46.5722105 -23.5477802, -46.5722086 -23.5477895, -46.5722264 -23.5478111, -46.5723946 -23.5478446, -46.5723992 -23.5478247, -46.5723884 -23.5478226, -46.5723995 -23.5477749, -46.5724104 -23.5477771, -46.572419 -23.5477402))",pharmacy,Drogasil,Q5308185,yes,,pharmacy,Drogasil,yes,São Paulo,398,03323-040,Rua Coelho Lisboa,,,,,,,,,pt:Drogasil,,,,,,,,,,,,,,,,,,3.106,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5724703 -23.5455716, -46.5723306 -23.5455455, -46.5723251 -23.5455699, -46.5722914 -23.5455635, -46.5722969 -23.5455392, -46.5721727 -23.5455159, -46.5721667 -23.5455148, -46.5721538 -23.5455723, -46.5724564 -23.54563, -46.5724595 -23.545617, -46.5724655 -23.5455916, -46.5724703 -23.5455716))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,São Paulo,269,03323-000,Praça Silvio Romero,,,,,Mo-Sa 08:00-23:00,,,,en:Grupo DPSP,,,,,,Cidade Mãe do Céu,,,,,,,,,,,,6.914,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4902912 -23.5539804, -46.4901151 -23.5540173, -46.490158 -23.5541003, -46.4902231 -23.5542263, -46.4902593 -23.5542085, -46.4902507 -23.5541941, -46.4902353 -23.5541655, -46.490261 -23.5541507, -46.4902876 -23.5541923, -46.4903197 -23.5541782, -46.490387 -23.5541472, -46.4902912 -23.5539804))",pharmacy,,,,,pharmacy,Droga Leste,,São Paulo,3701,,Avenida Itaquera,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5048584 -23.5531825, -46.5048083 -23.5531604, -46.5048046 -23.5531689, -46.5047972 -23.5531862, -46.5047797 -23.5531801, -46.5047717 -23.5532024, -46.5047602 -23.5532341, -46.5047579 -23.5532404, -46.5049243 -23.5532883, -46.5049531 -23.5532966, -46.5049682 -23.5532587, -46.5049605 -23.5532395, -46.5049418 -23.5532193, -46.5048584 -23.5531825))",pharmacy,,,,,pharmacy,Drogaria Jardim Eliane,,São Paulo,12,,Rua Cananga,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,silver,,,,,,,,,red,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5730507 -23.5358499, -46.5730166 -23.5358577, -46.5729363 -23.5358759, -46.5729159 -23.5358805, -46.5728883 -23.5359078, -46.572888 -23.5360273, -46.5730525 -23.5360219, -46.5730507 -23.5358499))",pharmacy,Drogasil,Q5308185,yes,no,pharmacy,Drogasil,yes,São Paulo,4076,03064-000,Avenida Celso Garcia,,,,,24/7,,,,pt:Drogasil,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5078866 -23.5149441, -46.5079095 -23.5149154, -46.5077377 -23.5147982, -46.5075548 -23.515021, -46.5075568 -23.5150799, -46.5076251 -23.5150691, -46.5077089 -23.515126, -46.5078214 -23.5149853, -46.5078423 -23.5149995, -46.5078495 -23.5149905, -46.5078866 -23.5149441))",pharmacy,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.065,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6024645 -23.4571823, -46.6022845 -23.4571592, -46.602285 -23.4571608, -46.602295 -23.457202, -46.6023366 -23.4572874, -46.6023964 -23.4573377, -46.6024397 -23.4573427, -46.6024645 -23.4571823))",pharmacy,,,,,pharmacy,Promofarma,,São Paulo,2420,,Avenida Coronel Sezefredo Fagundes,,,,,,,,,,,,,,,,,,,,,,,,,,,9.234,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5856242 -23.4707757, -46.5855517 -23.4707275, -46.5855312 -23.4707473, -46.5853661 -23.470907, -46.5853795 -23.4709159, -46.5853928 -23.4709248, -46.5854165 -23.4709033, -46.5854598 -23.4709316, -46.5854925 -23.4709006, -46.5855088 -23.4708852, -46.5855357 -23.4708597, -46.5855746 -23.4708227, -46.5856242 -23.4707757))",pharmacy,,,yes,,pharmacy,Ultrafarma Popular,,São Paulo,2154,02265-002,Avenida Guapira,,,,,Mo-Su 09:00-22:00,,,,,,,,Ultrafarma,,Vila Constança,,,,,,,,,,,,12.402,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7038989 -23.6174365, -46.7037385 -23.6174608, -46.7037011 -23.6173182, -46.7037496 -23.6173041, -46.7037702 -23.6173236, -46.7038158 -23.6173125, -46.7038299 -23.6173614, -46.7038805 -23.6173574, -46.7038989 -23.6174365))",pharmacy,Drogaria São Paulo,Q5308184,,no,pharmacy,Drogaria São Paulo,,,,,Avenida Morumbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.734696 -23.5891884, -46.7346302 -23.5893219, -46.7345463 -23.5892876, -46.7345227 -23.5892408, -46.7345341 -23.5892163, -46.7345499 -23.5891826, -46.7345711 -23.5891371, -46.734696 -23.5891884))",pharmacy,Drogasil,Q5308185,yes,no,pharmacy,Drogasil,yes,,,,Avenida Eliseu de Almeida,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4095136 -23.5816777, -46.4098338 -23.5818717, -46.4099051 -23.5819149, -46.4100295 -23.581737, -46.4096379 -23.5814998, -46.4095136 -23.5816777))",pharmacy,,,yes,,pharmacy,Caedu Moda,,São Paulo,450A,08490-490,Avenida Souza Ramos,,,,,Mo-Sa 09:00-20:00; Su 09:00-16:00,,,https://www.caedu.com.br/,,,,Caedu Moda - Cidade Tiradentes,,,,,,,,,,,,,,,,clothes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5541473 -23.5512076, -46.5538977 -23.551162, -46.5538867 -23.5512427, -46.5541305 -23.5512886, -46.5541473 -23.5512076))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,São Paulo,2427,03401-001,Rua Antônio de Barros,,,,,,,,,en:Grupo DPSP,,,,,,,,,,,,,,,,,,10,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
