geometry,amenity,name,operator,operator:wikidata,landuse,military,operator:short,addr:city,addr:housenumber,addr:postcode,addr:street,opening_hours,website,addr:suburb,check_date,wheelchair,note,phone,police,seasonal,information,tourism,name:pt,addr:country,addr:state,short_name,entrance,email,fax,level,nohousenumber,source,start_date,operator:en,operator:pt,operator:wikipedia,description,alt_name,building,layer,building:levels,height,contact:phone,contact:website,barrier,roof:colour,roof:shape,office,inscription,min_height,addr:place,smoking,name:en,disused:government,disused:office,old_name,ele,fixme,payment:account_cards,payment:american_express,payment:amex,payment:cards,payment:cheque,payment:coins,payment:credit_cards,payment:debit_cards,payment:diners_club,payment:discover_card,payment:dkv,payment:electronic_purses,payment:girocard,payment:maestro,payment:mastercard,payment:notes,payment:pikepass,payment:uta,payment:visa,payment:visa_debit,payment:visa_electron,wikidata,wikipedia,operator:wikimedia_commons,payment:cash,payment:contactless,payment:cryptocurrencies,access,leisure,wikimedia_commons,area,operator:type,addr:district,lit,surface,type,official_name,loc_name
"POLYGON ((-46.5544231 -23.5291199, -46.5547192 -23.5292881, -46.5548142 -23.5291501, -46.5550579 -23.528782, -46.5547911 -23.528627, -46.5547625 -23.5286186, -46.5546085 -23.5288461, -46.5545928 -23.5288693, -46.5545075 -23.5289954, -46.5544231 -23.5291199))",police,10º Distrito Policial,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,69,03090-000,Avenida Aírton Pretini,,,Penha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4413626 -23.4961029, -46.4408454 -23.4963067, -46.4409474 -23.4965291, -46.4410173 -23.4966815, -46.4415411 -23.4964741, -46.4414739 -23.4963343, -46.4413626 -23.4961029))",police,22º Distrito Policial,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,305,,Rua Américo Gomes da Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4412817 -23.4968429, -46.4416449 -23.4966892, -46.4416887 -23.4967801, -46.4414253 -23.4971582, -46.4412817 -23.4968429))",police,29ºBPM/M 2ª Cia PM,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,,,Avenida Nordestina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7058928 -23.5056099, -46.705208 -23.5056038, -46.7048391 -23.5063938, -46.7050622 -23.5065802, -46.7058928 -23.5056099))",police,18º BPM,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,88,02924-000,Avenida General Edgard Facó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5175844 -23.5789775, -46.5175691 -23.5789687, -46.5170926 -23.5792117, -46.5173607 -23.5799617, -46.5178936 -23.5797653, -46.517831 -23.5795923, -46.5177152 -23.5792889, -46.5176079 -23.5790062, -46.5175844 -23.5789775))",police,41º Distrito Policial - Vila Rica,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,688,03911-000,Avenida Inconfidência Mineira,,,,,,,+55 11 2724-6200,,,,,,,SP,41º DP - Vila Rica,,,,,,Polícia Civil SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,
"POLYGON ((-46.6355021 -23.5385245, -46.6349503 -23.5386957, -46.634906 -23.5385486, -46.6348456 -23.5383484, -46.6353759 -23.5381844, -46.6355021 -23.5385245))",police,DHPP,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,,,Rua Brigadeiro Tobias,24/7,,Santa Ifigênia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4812896 -23.5442739, -46.481336 -23.5442103, -46.4813736 -23.5441497, -46.4813961 -23.5440554, -46.4814116 -23.5439902, -46.4814422 -23.543828, -46.4811419 -23.5437233, -46.4808604 -23.5436166, -46.4808606 -23.5436257, -46.4808501 -23.5436504, -46.4807542 -23.5438756, -46.4806761 -23.544059, -46.4812896 -23.5442739))",police,65º DP,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,750,03590-060,Avenida Padre Estanislau de Campos,24/7,,Conjunto Habitacional Padre Manoel da Nobrega,,,,,,,,,,,,,,,,,,,,,,,,65 º Distrito Policial;65 DP;65 Delegacia de Policia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5264072 -23.5367895, -46.5266461 -23.5367337, -46.5267008 -23.5367209, -46.5267391 -23.5367119, -46.5267699 -23.5367238, -46.5267963 -23.5367502, -46.5267845 -23.5368089, -46.5267097 -23.5371815, -46.5267082 -23.5371889, -46.5266854 -23.5373025, -46.5263204 -23.5372196, -46.5263531 -23.5370574, -46.5264072 -23.5367895))",police,21º Distrito Policial,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,1416,03509-000,Avenida Marcondes de Brito,,,Vila Matilde,,,,,,,,,,,,,,,,,,,,,,,,21º DP Vila Matilde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5267082 -23.5371889, -46.5264853 -23.5371444, -46.5264969 -23.5370845, -46.5263531 -23.5370574, -46.5263204 -23.5372196, -46.5266854 -23.5373025, -46.5267082 -23.5371889))",police,Polícia Militar - 3ª Cia. do 8º BPM/M,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,1416,,Avenida Marcondes de Brito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.476684 -23.5184827, -46.4762029 -23.5184458, -46.4762465 -23.5181068, -46.4762925 -23.5178416, -46.4763453 -23.5175372, -46.4763917 -23.5172536, -46.4767001 -23.5172982, -46.4766438 -23.5177678, -46.4766255 -23.5179699, -46.4766473 -23.5181773, -46.4766737 -23.5183689, -46.476684 -23.5184827))",police,Polícia Militar - 39º BPM/M,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,3311,,Avenida Águia de Haia,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6373144 -23.5234223, -46.6374711 -23.524149, -46.637269 -23.5242085, -46.6360808 -23.5245581, -46.6360587 -23.5244895, -46.6358753 -23.523917, -46.6373144 -23.5234223))",police,Denarc,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,636,01121-010,Rua Rodolfo Miranda,,,Bom Retiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7142925 -23.5669829, -46.7142597 -23.5680918, -46.7123979 -23.5680029, -46.7124339 -23.5670944, -46.7132712 -23.5671261, -46.713276 -23.5669398, -46.7142925 -23.5669829))",police,Polícia Técnico-Científica,Polícia Científica de São Paulo,Q10374973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6624786 -23.5229084, -46.6624622 -23.5227626, -46.6624113 -23.5224832, -46.6624095 -23.5224441, -46.6623902 -23.5223625, -46.6618166 -23.5224635, -46.6613818 -23.52254, -46.6613612 -23.5225552, -46.6613533 -23.5225764, -46.6614269 -23.5237016, -46.6614446 -23.5237239, -46.6614684 -23.5237313, -46.6616018 -23.5237053, -46.6617473 -23.5236775, -46.6619848 -23.5236266, -46.661904 -23.5230248, -46.6622362 -23.5229805, -46.6623087 -23.5234919, -46.6624386 -23.523425, -46.6625288 -23.5233786, -46.6624786 -23.5229084))",courthouse,,,,,,,São Paulo,1444,01136-001,Rua do Bosque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6277503 -23.5534499, -46.6273994 -23.5536069, -46.62731 -23.5541992, -46.627339 -23.554256, -46.6280132 -23.5539594, -46.6277503 -23.5534499))",fire_station,Corpo de Bombeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6335271 -23.5575745, -46.6335529 -23.5571305, -46.6333442 -23.5571173, -46.6333202 -23.5575642, -46.6335271 -23.5575745))",courthouse,Tribunal de Justiça de São Paulo,,,,,,São Paulo,72,01510-010,Praça Almeida Júnior,,,Liberdade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6561195 -23.5518335, -46.6561724 -23.5517515, -46.6563484 -23.5514791, -46.6563734 -23.5514402, -46.6565576 -23.5515356, -46.6563336 -23.5518823, -46.6561195 -23.5518335))",fire_station,"Corpo de Bombeiros, 1ºGB Posto Consolação",,,,,,São Paulo,1663,01301-100,Rua da Consolação,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6505335 -23.5509013, -46.6499896 -23.5507219, -46.6498193 -23.5506651, -46.6498501 -23.5505804, -46.6498808 -23.5504958, -46.650609 -23.5507309, -46.6505335 -23.5509013))",police,4º Distrito Policial,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,246,01303-050,Rua Marquês de Paranaguá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5455998 -23.5622732, -46.545565 -23.5628293, -46.5455399 -23.5628438, -46.5454962 -23.5628511, -46.5452952 -23.562702, -46.5452238 -23.5626341, -46.5451312 -23.5625686, -46.5450598 -23.5625237, -46.5451217 -23.5624164, -46.5452172 -23.562251, -46.5452664 -23.5622541, -46.5455998 -23.5622732))",police,58ºDP,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,362,,Rua Antúrios,,,,,,,,,,,,,,,,,,,,,,,,,,,58º Distrito Policial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6974403 -23.4943489, -46.697723 -23.4943694, -46.6982514 -23.4944055, -46.6982733 -23.4946252, -46.6983476 -23.4947679, -46.6980563 -23.4948383, -46.6979746 -23.494863, -46.6976506 -23.4949416, -46.6975539 -23.4946226, -46.6974403 -23.4943489))",police,28º Distrito Policial,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,751,,Avenida Itaberaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6488706 -23.5003655, -46.6488157 -23.5005054, -46.6487791 -23.5005827, -46.6486716 -23.5008095, -46.6487557 -23.5008376, -46.6487699 -23.5008246, -46.6489806 -23.5008863, -46.6491661 -23.5008682, -46.6491764 -23.5008672, -46.6492489 -23.5008673, -46.6493805 -23.5007945, -46.6493766 -23.5006392, -46.649455 -23.5005665, -46.6495802 -23.5004902, -46.6494447 -23.500435, -46.6493315 -23.5004028, -46.6489615 -23.5003311, -46.6489432 -23.5003276, -46.6489113 -23.5003283, -46.6488809 -23.5003392, -46.6488706 -23.5003655))",police,13º Distrito Policial,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,677,02519-100,Avenida Casa Verde,,,,,,,,,,,,,,,Decimo Treceiro Distrito Policial,,,,,,,,,,pt:Polícia Civil do Estado de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6611912 -23.5225739, -46.6611638 -23.5225664, -46.6608695 -23.5226114, -46.6605682 -23.5226574, -46.66058 -23.5227523, -46.6606453 -23.523277, -46.6609121 -23.5232397, -46.6609002 -23.5231562, -46.6610531 -23.5231352, -46.6610521 -23.5231243, -46.6612168 -23.5231034, -46.6611976 -23.5225998, -46.6611912 -23.5225739))",courthouse,TRT 2ª Região,,,,,,São Paulo,121,01139-003,Avenida Marquês de São Vicente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5352864 -23.5996076, -46.5348746 -23.5998372, -46.535072 -23.6001542, -46.5354875 -23.5999294, -46.5352864 -23.5996076))",police,Polícia Militar - 3ª Cia. do 19º BPM/M,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5303678 -23.572181, -46.5301795 -23.5718283, -46.5301559 -23.5717836, -46.5297557 -23.5719636, -46.5299457 -23.5723718, -46.5303678 -23.572181))",fire_station,Policia Militar de São Paulo,,,,,,São Paulo,180,03463-060,Rua Cácio de Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6348091 -23.6836642, -46.6346577 -23.6837566, -46.6346267 -23.6835985, -46.6347179 -23.6835434, -46.6348091 -23.6836642))",police,2ª CIA do 22º BPM/M,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,,,Avenida Cupecê,,,Jardim Miriam,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6692284 -23.6563689, -46.6691861 -23.6562865, -46.6689181 -23.6563536, -46.6689515 -23.6564684, -46.6689541 -23.6564769, -46.6689668 -23.6565179, -46.6690112 -23.6566627, -46.669037 -23.6567458, -46.6690586 -23.6568156, -46.6690757 -23.6568708, -46.6695057 -23.6567647, -46.6695635 -23.6567504, -46.6697416 -23.656707, -46.669672 -23.6565848, -46.6696406 -23.6565325, -46.669545 -23.6563704, -46.6695048 -23.6563047, -46.6694156 -23.6563254, -46.6692284 -23.6563689))",police,43º Distrito Policial,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,1349,04655-002,Rua Antônio Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,43º DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cidade Ademar,,,,,
"POLYGON ((-46.6695401 -23.656671, -46.6695635 -23.6567504, -46.6697416 -23.656707, -46.6696406 -23.6565325, -46.669598 -23.6565454, -46.6696485 -23.656645, -46.6695401 -23.656671))",police,Conseg,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6694156 -23.6563254, -46.6694425 -23.6563866, -46.6694464 -23.6563955, -46.669545 -23.6563704, -46.6695048 -23.6563047, -46.6694156 -23.6563254))",police,3° CIA DO 22°BP,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,85,,Rua Coronel Francisco Júlio César Alfieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6238615 -23.5675697, -46.6235727 -23.567623, -46.6236688 -23.5681494, -46.6239607 -23.5680982, -46.6238615 -23.5675697))",police,6º DP,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,70,,Rua Hermínio Lemos,,,,,limited,,+55 11 3208-6065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7397369 -23.4465086, -46.7397649 -23.4464958, -46.7397691 -23.4465208, -46.739754 -23.4466888, -46.7397446 -23.4467926, -46.7397288 -23.4469699, -46.7396148 -23.4478234, -46.7391585 -23.4477781, -46.7392755 -23.4467509, -46.7392823 -23.4467288, -46.7392997 -23.4467078, -46.7396811 -23.446534, -46.7397369 -23.4465086))",fire_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4885998 -23.6129618, -46.4885295 -23.6129219, -46.4884702 -23.6128914, -46.4881869 -23.6126991, -46.4877986 -23.6129851, -46.487594 -23.6132111, -46.4874969 -23.6133986, -46.4874261 -23.6136438, -46.4876126 -23.613652, -46.4877836 -23.6136589, -46.4880446 -23.6136628, -46.4885738 -23.6136721, -46.4885846 -23.6133677, -46.4885998 -23.6129618))",police,CPA/M-9 - Comando de Policiamento de Área,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,12.370,,Avenida Sapopemba,24/7,,Fazenda da Juta,,,,,,,,,,,,,,,,,,,,,,,"Contém o (CAEP) - Companhia de Ações Especiais de Polícia.
O CAEP atua na extensão de toda área do CPA/M-9 e reforça o policiamento, em ocorrências complexas e apoio ao policiamento de área.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6333208 -23.5474839, -46.6332779 -23.5474418, -46.6332584 -23.5474585, -46.6333013 -23.5475006, -46.6333208 -23.5474839))",police,,Polícia Militar do Estado de São Paulo,Q10351025,,,PMESP,São Paulo,86,01015-000,Rua General Carneiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4364945 -23.5964503, -46.436271 -23.5965752, -46.4361592 -23.5964086, -46.4363257 -23.5963146, -46.4363401 -23.5963077, -46.4363506 -23.5963048, -46.4363629 -23.5963044, -46.436381 -23.5963054, -46.4363999 -23.5963088, -46.4364161 -23.5963137, -46.4364256 -23.5963181, -46.4364347 -23.5963272, -46.4364772 -23.5964008, -46.4364891 -23.5964295, -46.4364945 -23.5964503))",police,Inspetoria Regional de São Mateus,Guarda Civil Metropolitana,Q111137534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6481659 -23.4692189, -46.6485883 -23.4693628, -46.6483872 -23.4697713, -46.647899 -23.4696741, -46.6481659 -23.4692189))",police,38º Distrito Policial - Vila Amália,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,2387,02611-003,Avenida Parada Pinto,,,Vila Amália,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6398732 -23.543824, -46.6398419 -23.5438559, -46.6399232 -23.5439316, -46.6399328 -23.5439241, -46.6399372 -23.5439192, -46.6399404 -23.5439131, -46.6399418 -23.5439074, -46.639943 -23.5438999, -46.6399431 -23.5438948, -46.6399419 -23.5438882, -46.6399393 -23.5438809, -46.6399346 -23.5438742, -46.6399271 -23.5438664, -46.6398732 -23.543824))",police,Polícia Militar - 2ª CIA do 7º BPM/M,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,258,01038-000,Rua Dom José de Barros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6108108 -23.4956631, -46.6107903 -23.4957078, -46.6107343 -23.4956861, -46.6107549 -23.4956415, -46.6108108 -23.4956631))",police,Policia Militar,,,,,,São Paulo,,,Praça José Felipetti,,,Parada Inglesa,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5941251 -23.5687524, -46.5937714 -23.5688542, -46.5936456 -23.5688904, -46.5937724 -23.5692466, -46.5938078 -23.5693459, -46.5945723 -23.569126, -46.5944301 -23.568979, -46.5943504 -23.5688904, -46.5942906 -23.5688274, -46.5942517 -23.5687899, -46.5942278 -23.5687725, -46.5941919 -23.5687543, -46.594172 -23.5687442, -46.5941251 -23.5687524))",police,Policia Militar de São Paulo,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6375586 -23.6015986, -46.6375635 -23.6020672, -46.6375642 -23.6021432, -46.6375647 -23.6021924, -46.6374553 -23.6021931, -46.6374009 -23.6021936, -46.6373945 -23.6016001, -46.6375586 -23.6015986))",police,3ª Cia,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,75,,Avenida Onze de Junho,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5369808 -23.5489425, -46.5364998 -23.5491584, -46.5367221 -23.5495693, -46.5372484 -23.5493327, -46.5370863 -23.5490631, -46.5370499 -23.5490753, -46.5369808 -23.5489425))",police,Polícia Militar,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,2582,,Avenida Conselheiro Carrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7819869 -23.6630075, -46.7815425 -23.6632533, -46.7812128 -23.6629617, -46.7816596 -23.6627715, -46.7816774 -23.6627641, -46.7817526 -23.6627744, -46.7819869 -23.6630075))",police,37º Batalhão da Policia Militar,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,,,Estrada de Itapecerica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4433552 -23.5800379, -46.4431893 -23.5807264, -46.4427692 -23.5806294, -46.4429453 -23.5799225, -46.4433552 -23.5800379))",police,,Polícia Militar do Estado de São Paulo,Q10351025,military,,PMESP,São Paulo,2700,,Avenida Jacu-Pêssego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6722565 -23.5187866, -46.6717294 -23.5187509, -46.671759 -23.5183722, -46.6722552 -23.518564, -46.6722713 -23.5185972, -46.6722565 -23.5187866))",police,Departamento de Operações Policiais Estratégicas,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,200,011400-130,Rua Tenente Alberto Spicciati,,,Barra Funda,,,,,,,,,,,,DOPE,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4375843 -23.4853007, -46.4382907 -23.4852124, -46.4382856 -23.4853259, -46.4378618 -23.4856514, -46.4382349 -23.4861159, -46.437643 -23.4865179, -46.4375031 -23.4863728, -46.4373524 -23.4862856, -46.4370443 -23.4860653, -46.4369935 -23.4859901, -46.4369673 -23.4858944, -46.4370641 -23.4856948, -46.4373469 -23.4853631, -46.4374762 -23.485316, -46.4375843 -23.4853007))",police,4º BAEP,Secretaria da Segurança Pública do Estado de São Paulo,Q10295162,,,,,981,,Avenida Doutor José Artur Nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6342267 -23.5442801, -46.6341992 -23.5442313, -46.6341548 -23.5442524, -46.6341399 -23.5442595, -46.6341674 -23.5443082, -46.6342267 -23.5442801))",police,Posto Policial,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.669172 -23.5657565, -46.6695037 -23.5660884, -46.6693111 -23.5662453, -46.6689412 -23.5658806, -46.6691284 -23.565715, -46.669172 -23.5657565))",police,78º Distrito Policial,Polícia Civil do Estado de São Paulo,Q10350993,,,,,,,,,,,2024-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4830672 -23.5501115, -46.4828536 -23.5499286, -46.4828491 -23.5499204, -46.482967 -23.5498715, -46.4830752 -23.5498336, -46.4831286 -23.54982, -46.4831992 -23.5498069, -46.4832097 -23.5498349, -46.4832401 -23.549952, -46.4831979 -23.5499878, -46.4830672 -23.5501115))",police,39º BPM/M 2ª CIA,Polícia Militar do Estado de São Paulo,Q10351025,military,,PMESP,São Paulo,1156,03589-001,Avenida Waldemar Tietz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5532511 -23.5753949, -46.553579 -23.5752921, -46.5535903 -23.5753238, -46.5537284 -23.5758092, -46.5537828 -23.5760004, -46.5534511 -23.5760888, -46.5532511 -23.5753949))",courthouse,Forum Regional Vila Prudente,,,,,,São Paulo,3740,,Avenida Sapopemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.648722 -23.456579, -46.6486639 -23.4565954, -46.6485975 -23.4566123, -46.6485785 -23.4566184, -46.6485045 -23.4566184, -46.6486043 -23.456747, -46.6486843 -23.4567343, -46.6487372 -23.4566118, -46.648722 -23.456579))",police,,Polícia Militar do Estado de São Paulo,Q10351025,,,PMESP,São Paulo,,,Avenida Santa Inês,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,asphalt,,,
